
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M,PS,WD10M,PRECTOTCORR
2019,10,22,2,0.0,24.15,78.8,3.11,100.41,79.1,0.18
2019,10,22,3,0.0,24.08,78.71,3.14,100.4,82.1,0.16
2019,10,22,4,0.0,23.97,79.19,3.14,100.42,85.6,0.19
2019,10,22,5,0.0,23.88,79.81,3.18,100.46,88.6,0.26
2019,10,22,6,84.68,24.26,77.83,3.41,100.5,90.5,0.2
2019,10,22,7,313.62,25.8,69.57,4.46,100.56,91.5,0.16
2019,10,22,8,553.55,27.21,62.87,4.49,100.62,91.9,0.11
2019,10,22,9,748.92,28.53,57.85,4.4,100.63,90.5,0.12
2019,10,22,10,923.55,29.71,54.03,4.45,100.61,87.8,0.12
2019,10,22,11,993.78,30.67,51.01,4.62,100.57,85.3,0.09
2019,10,22,12,1013.5,31.39,48.92,4.78,100.5,83.6,0.08
2019,10,22,13,939.85,31.7,47.58,5.0,100.41,83.0,0.08
2019,10,22,14,751.6,31.54,47.51,5.26,100.34,83.6,0.07
2019,10,22,15,538.92,30.91,49.01,5.59,100.3,84.6,0.06
2019,10,22,16,316.02,29.8,52.65,5.9,100.31,85.4,0.05
2019,10,22,17,89.78,28.24,59.01,5.99,100.36,85.9,0.04
2019,10,22,18,0.0,26.63,66.96,5.44,100.42,86.2,0.05
2019,10,22,19,0.0,26.01,71.06,4.93,100.48,87.0,0.05
2019,10,22,20,0.0,25.81,72.38,4.46,100.55,87.2,0.05
2019,10,22,21,0.0,25.64,73.29,4.0,100.59,87.0,0.04
2019,10,22,22,0.0,25.41,74.32,3.61,100.62,87.1,0.03
2019,10,22,23,0.0,25.16,75.27,3.28,100.59,88.1,0.03
2019,10,23,0,0.0,24.88,76.18,3.07,100.53,89.8,0.05
2019,10,23,1,0.0,24.6,77.06,2.92,100.47,91.4,0.07
2019,10,23,2,0.0,24.32,77.92,2.8,100.43,92.5,0.08
2019,10,23,3,0.0,24.05,78.86,2.72,100.42,92.9,0.08
2019,10,23,4,0.0,23.8,79.74,2.71,100.43,92.1,0.09
2019,10,23,5,0.0,23.57,80.59,2.75,100.45,90.0,0.07
2019,10,23,6,90.0,23.96,78.97,2.93,100.48,87.5,0.05
2019,10,23,7,330.67,25.65,71.03,3.9,100.52,85.0,0.04
2019,10,23,8,577.95,26.96,65.77,3.94,100.57,85.8,0.02
2019,10,23,9,754.78,28.59,59.74,4.01,100.6,88.4,0.01
2019,10,23,10,908.38,29.97,55.31,4.23,100.58,91.1,0.0
2019,10,23,11,988.35,31.05,51.56,4.46,100.55,94.2,0.01
2019,10,23,12,1011.0,31.79,48.92,4.65,100.46,97.8,0.01
2019,10,23,13,884.8,32.06,47.7,4.97,100.37,100.8,0.01
2019,10,23,14,707.67,31.81,48.04,5.49,100.28,103.4,0.01
2019,10,23,15,500.98,31.11,49.69,6.03,100.25,105.2,0.02
2019,10,23,16,275.35,29.94,53.29,6.41,100.27,106.2,0.02
2019,10,23,17,78.3,28.31,59.86,6.56,100.32,106.9,0.01
2019,10,23,18,0.0,26.64,68.05,6.19,100.4,107.9,0.03
2019,10,23,19,0.0,26.02,72.14,5.85,100.47,109.6,0.05
2019,10,23,20,0.0,25.85,73.45,5.59,100.55,111.4,0.05
2019,10,23,21,0.0,25.76,74.27,5.29,100.61,112.6,0.02
2019,10,23,22,0.0,25.69,74.84,5.01,100.64,114.3,0.06
2019,10,23,23,0.0,25.6,76.02,4.83,100.64,116.2,0.11
2019,10,24,0,0.0,25.45,77.45,4.69,100.6,118.1,0.09
2019,10,24,1,0.0,25.34,78.31,4.78,100.55,119.8,0.11
2019,10,24,2,0.0,25.25,79.05,4.8,100.52,121.4,0.21
2019,10,24,3,0.0,25.14,79.86,4.69,100.51,121.9,0.17
2019,10,24,4,0.0,25.02,80.54,4.6,100.53,122.5,0.13
2019,10,24,5,0.0,24.89,80.74,4.55,100.56,123.5,0.1
2019,10,24,6,77.93,25.09,79.86,4.79,100.59,125.3,0.17
2019,10,24,7,290.02,26.57,70.68,6.08,100.63,123.8,0.18
2019,10,24,8,516.38,28.02,62.93,6.59,100.67,121.7,0.13
2019,10,24,9,738.88,29.32,57.9,6.73,100.68,121.0,0.1
2019,10,24,10,890.03,30.29,54.45,6.85,100.64,120.6,0.13
2019,10,24,11,959.25,30.94,52.22,6.99,100.58,120.7,0.1
2019,10,24,12,970.62,31.29,51.08,7.13,100.5,121.5,0.0
2019,10,24,13,925.45,31.37,50.49,7.31,100.4,122.6,0.02
2019,10,24,14,783.5,31.13,50.58,7.52,100.33,123.8,0.0
2019,10,24,15,530.28,30.53,51.67,7.68,100.29,125.2,0.0
2019,10,24,16,312.4,29.53,54.54,7.75,100.31,126.7,0.01
2019,10,24,17,90.12,28.16,59.79,7.65,100.37,128.4,0.01
2019,10,24,18,0.0,26.82,65.97,7.24,100.45,130.7,0.02
2019,10,24,19,0.0,26.26,69.49,6.88,100.52,133.2,0.0
2019,10,24,20,0.0,25.99,71.88,6.47,100.59,135.2,0.05
2019,10,24,21,0.0,25.7,74.53,5.99,100.66,137.1,0.11
2019,10,24,22,0.0,25.53,76.19,5.83,100.71,138.5,0.06
2019,10,24,23,0.0,25.35,77.46,5.42,100.72,139.0,0.15
2019,10,25,0,0.0,25.15,78.47,5.14,100.7,138.8,0.11
2019,10,25,1,0.0,24.96,79.29,5.06,100.67,137.5,0.18
2019,10,25,2,0.0,24.86,79.74,5.07,100.64,136.0,0.19
2019,10,25,3,0.0,24.72,80.35,5.06,100.62,135.1,0.21
2019,10,25,4,0.0,24.6,80.93,5.07,100.63,134.6,0.16
2019,10,25,5,0.0,24.54,81.14,5.13,100.65,134.2,0.13
2019,10,25,6,71.18,24.8,79.46,5.52,100.68,133.7,0.07
2019,10,25,7,279.45,26.11,71.56,6.84,100.72,131.4,0.05
2019,10,25,8,510.7,27.63,63.61,7.46,100.74,128.7,0.03
2019,10,25,9,744.78,28.96,58.28,7.71,100.75,127.3,0.02
2019,10,25,10,885.6,30.02,54.7,7.89,100.72,126.1,0.03
2019,10,25,11,1007.4,30.74,52.47,8.05,100.67,125.1,0.02
2019,10,25,12,1019.17,31.12,51.34,8.18,100.58,124.5,0.04
2019,10,25,13,885.15,31.17,51.43,8.24,100.5,124.0,0.02
2019,10,25,14,761.95,30.86,52.81,8.18,100.43,123.8,0.01
2019,10,25,15,548.15,30.2,55.3,8.04,100.4,124.2,0.02
2019,10,25,16,309.5,29.24,58.92,7.81,100.42,124.9,0.07
2019,10,25,17,89.12,27.92,64.48,7.44,100.47,125.7,0.15
2019,10,25,18,0.0,26.69,70.57,6.78,100.54,127.0,0.3
2019,10,25,19,0.0,26.14,74.64,6.31,100.62,129.5,0.52
2019,10,25,20,0.0,25.77,78.16,5.79,100.69,132.8,0.74
2019,10,25,21,0.0,25.46,81.22,5.35,100.74,134.5,0.98
2019,10,25,22,0.0,25.24,83.44,5.06,100.77,135.2,1.11
2019,10,25,23,0.0,25.1,84.97,4.96,100.75,135.7,1.07
2019,10,26,0,0.0,25.02,85.93,5.01,100.69,135.7,1.34
2019,10,26,1,0.0,24.93,86.73,4.9,100.62,133.9,1.38
2019,10,26,2,0.0,24.86,87.46,4.82,100.58,132.4,1.67
2019,10,26,3,0.0,24.81,87.96,4.69,100.57,131.0,1.58
2019,10,26,4,0.0,24.77,88.44,4.66,100.58,129.6,1.41
2019,10,26,5,0.0,24.68,89.14,4.59,100.61,129.1,1.17
2019,10,26,6,62.65,24.91,88.41,4.8,100.65,127.2,0.95
2019,10,26,7,252.05,26.09,80.88,5.99,100.7,122.9,0.82
2019,10,26,8,463.88,27.76,70.0,6.81,100.76,119.4,0.76
2019,10,26,9,678.15,29.13,63.33,7.13,100.78,117.8,0.56
2019,10,26,10,842.9,30.18,59.09,7.37,100.78,116.5,0.67
2019,10,26,11,908.53,31.1,55.66,7.5,100.74,116.5,0.55
2019,10,26,12,964.6,31.65,53.51,7.55,100.68,118.1,0.53
2019,10,26,13,935.92,31.79,52.71,7.52,100.61,119.4,0.41
2019,10,26,14,790.0,31.55,53.02,7.48,100.54,120.3,0.35
2019,10,26,15,537.22,30.91,54.9,7.45,100.51,120.8,0.25
2019,10,26,16,316.4,29.91,57.94,7.28,100.5,120.4,0.18
2019,10,26,17,92.12,28.52,63.3,6.95,100.55,119.5,0.26
2019,10,26,18,0.0,27.03,70.56,6.22,100.62,118.1,0.44
2019,10,26,19,0.0,26.22,76.12,5.55,100.7,117.1,0.47
2019,10,26,20,0.0,25.87,78.82,5.04,100.78,117.8,0.56
2019,10,26,21,0.0,25.62,80.63,4.62,100.85,118.8,0.79
2019,10,26,22,0.0,25.39,82.31,4.29,100.89,119.8,1.08
2019,10,26,23,0.0,25.15,84.27,4.1,100.87,121.3,1.23
2019,10,27,0,0.0,24.93,85.79,3.96,100.81,123.0,0.99
2019,10,27,1,0.0,24.77,86.8,3.93,100.74,125.1,1.03
2019,10,27,2,0.0,24.6,87.43,3.95,100.68,125.2,0.9
2019,10,27,3,0.0,24.35,88.57,3.99,100.65,124.4,0.73
2019,10,27,4,0.0,24.22,89.37,4.03,100.66,124.0,0.73
2019,10,27,5,0.0,24.19,89.93,4.04,100.7,123.5,0.88
2019,10,27,6,83.3,24.55,88.36,4.42,100.74,123.5,0.99
2019,10,27,7,305.9,26.03,79.22,5.88,100.8,121.6,1.08
2019,10,27,8,546.17,27.78,67.69,6.51,100.86,120.3,1.18
2019,10,27,9,742.12,29.29,60.47,6.65,100.88,121.0,0.98
2019,10,27,10,901.67,30.48,55.55,6.8,100.86,122.0,0.13
2019,10,27,11,993.5,31.31,52.11,7.06,100.8,122.7,0.12
2019,10,27,12,990.55,31.7,50.59,7.42,100.72,123.2,0.05
2019,10,27,13,909.88,31.64,50.57,7.72,100.62,122.9,0.05
2019,10,27,14,742.28,31.23,51.69,7.92,100.53,122.5,0.02
2019,10,27,15,530.97,30.49,53.9,8.01,100.5,122.3,0.01
2019,10,27,16,302.33,29.43,57.57,7.96,100.53,122.4,0.01
2019,10,27,17,85.62,28.07,62.87,7.71,100.6,122.8,0.02
2019,10,27,18,0.0,26.71,68.95,7.04,100.68,123.5,0.04
2019,10,27,19,0.0,26.18,72.12,6.62,100.75,123.7,0.01
2019,10,27,20,0.0,25.97,73.21,6.24,100.8,123.9,0.03
2019,10,27,21,0.0,25.81,73.98,5.82,100.84,123.9,0.02
2019,10,27,22,0.0,25.57,75.45,5.43,100.86,124.7,0.19
2019,10,27,23,0.0,25.3,76.88,5.11,100.82,126.1,0.16
2019,10,28,0,0.0,25.07,77.69,5.05,100.75,127.3,0.16
2019,10,28,1,0.0,24.86,78.26,5.04,100.69,128.9,0.17
2019,10,28,2,0.0,24.77,77.98,5.17,100.63,131.2,0.19
2019,10,28,3,0.0,24.64,78.16,5.21,100.61,132.9,0.35
2019,10,28,4,0.0,24.54,78.38,5.27,100.62,133.7,0.19
2019,10,28,5,0.0,24.45,78.73,5.25,100.65,134.1,0.19
2019,10,28,6,83.78,24.63,77.97,5.49,100.7,134.2,0.29
2019,10,28,7,311.42,25.85,70.69,6.6,100.75,132.6,0.17
2019,10,28,8,552.22,27.45,61.67,7.17,100.8,130.1,0.09
2019,10,28,9,735.78,28.8,56.17,7.48,100.82,128.8,0.04
2019,10,28,10,907.1,29.85,52.56,7.85,100.79,127.2,0.03
2019,10,28,11,991.8,30.52,50.34,8.32,100.75,125.8,0.03
2019,10,28,12,1030.88,30.85,49.18,8.8,100.67,125.0,0.04
2019,10,28,13,934.22,30.82,49.04,9.16,100.58,125.2,0.04
2019,10,28,14,746.33,30.38,50.29,9.38,100.51,125.8,0.05
2019,10,28,15,524.7,29.62,52.52,9.44,100.48,126.8,0.1
2019,10,28,16,297.8,28.66,55.48,9.32,100.5,127.8,0.14
2019,10,28,17,89.47,27.43,59.67,8.95,100.54,128.7,0.06
2019,10,28,18,0.0,26.3,64.83,8.07,100.61,130.1,0.12
2019,10,28,19,0.0,25.92,67.63,7.43,100.67,131.6,0.05
2019,10,28,20,0.0,25.83,68.45,7.01,100.72,132.0,0.02
2019,10,28,21,0.0,25.73,69.13,6.56,100.76,130.9,0.03
2019,10,28,22,0.0,25.64,69.36,6.16,100.77,129.7,0.11
2019,10,28,23,0.0,25.51,69.28,5.8,100.72,128.4,0.11
2019,10,29,0,0.0,25.19,70.1,5.25,100.63,127.3,0.11
2019,10,29,1,0.0,24.88,70.95,4.86,100.56,125.8,0.15
2019,10,29,2,0.0,24.78,69.85,4.8,100.49,124.1,0.13
2019,10,29,3,0.0,24.6,68.63,4.63,100.45,123.0,0.11
2019,10,29,4,0.0,24.4,68.53,4.56,100.46,123.6,0.09
2019,10,29,5,0.0,24.2,68.85,4.68,100.49,124.9,0.08
2019,10,29,6,56.67,24.61,66.91,5.28,100.55,125.8,0.09
2019,10,29,7,277.95,25.94,61.01,6.45,100.62,125.4,0.1
2019,10,29,8,525.28,27.31,55.67,6.8,100.69,124.6,0.14
2019,10,29,9,793.95,28.57,51.17,6.96,100.72,123.2,0.27
2019,10,29,10,943.58,29.61,48.0,7.09,100.73,121.4,0.37
2019,10,29,11,1033.3,30.31,46.31,7.2,100.7,119.4,0.26
2019,10,29,12,1037.65,30.65,45.53,7.26,100.63,118.1,0.17
2019,10,29,13,953.88,30.67,45.47,7.27,100.53,118.2,0.11
2019,10,29,14,785.5,30.43,45.84,7.23,100.45,118.8,0.09
2019,10,29,15,555.08,29.88,47.07,7.21,100.4,119.4,0.08
2019,10,29,16,325.62,28.98,49.65,7.19,100.4,119.5,0.12
2019,10,29,17,94.45,27.69,54.34,7.07,100.43,119.2,0.18
2019,10,29,18,0.0,26.21,61.04,6.28,100.48,119.4,0.32
2019,10,29,19,0.0,25.59,65.38,5.72,100.53,121.6,0.49
2019,10,29,20,0.0,25.33,67.13,5.46,100.58,125.9,0.97
2019,10,29,21,0.0,25.23,67.67,5.47,100.64,130.3,0.71
2019,10,29,22,0.0,25.12,67.97,5.45,100.66,134.3,0.75
2019,10,29,23,0.0,24.93,69.38,5.35,100.63,137.3,1.12
2019,10,30,0,0.0,24.66,72.36,5.04,100.56,139.8,0.74
2019,10,30,1,0.0,24.43,74.56,4.74,100.5,140.0,0.26
2019,10,30,2,0.0,24.31,75.23,4.55,100.47,137.2,0.09
2019,10,30,3,0.0,24.22,75.15,4.36,100.46,133.0,0.06
2019,10,30,4,0.0,24.13,74.31,4.14,100.49,128.5,0.02
2019,10,30,5,0.0,24.06,72.6,4.05,100.54,124.4,0.09
2019,10,30,6,95.43,24.49,69.45,4.27,100.6,121.7,0.17
2019,10,30,7,326.52,26.25,61.0,5.74,100.66,119.6,0.08
2019,10,30,8,566.8,27.72,54.79,6.25,100.72,118.2,0.13
2019,10,30,9,785.95,29.08,50.71,6.48,100.73,117.2,0.07
2019,10,30,10,937.62,30.11,48.37,6.74,100.69,116.3,0.04
2019,10,30,11,953.72,30.8,47.26,7.06,100.63,116.1,0.07
2019,10,30,12,1027.62,31.18,46.87,7.39,100.55,117.1,0.04
2019,10,30,13,940.45,31.22,47.04,7.56,100.46,118.4,0.03
2019,10,30,14,754.72,30.95,47.92,7.6,100.4,119.9,0.03
2019,10,30,15,543.45,30.35,49.99,7.59,100.39,121.2,0.04
2019,10,30,16,320.4,29.36,53.89,7.5,100.41,122.1,0.05
2019,10,30,17,93.03,28.03,59.97,7.28,100.47,123.2,0.08
2019,10,30,18,0.0,26.6,67.84,6.63,100.53,124.4,0.12
2019,10,30,19,0.0,25.84,73.53,6.12,100.6,125.6,0.17
2019,10,30,20,0.0,25.6,75.75,6.01,100.67,127.5,0.3
2019,10,30,21,0.0,25.4,76.95,5.88,100.73,129.3,0.4
2019,10,30,22,0.0,25.2,77.69,5.7,100.76,129.7,0.32
2019,10,30,23,0.0,25.01,77.62,5.56,100.75,128.9,0.56
2019,10,31,0,0.0,24.8,77.54,5.36,100.7,126.8,0.14
2019,10,31,1,0.0,24.68,76.48,5.27,100.66,123.9,0.11
2019,10,31,2,0.0,24.5,75.93,5.05,100.61,122.1,0.15
2019,10,31,3,0.0,24.14,76.47,4.64,100.6,120.7,0.16
2019,10,31,4,0.0,23.8,76.81,4.36,100.61,119.6,0.23
2019,10,31,5,0.0,23.51,77.0,4.12,100.66,119.5,0.34
2019,10,31,6,91.47,23.99,74.31,4.23,100.71,121.1,0.92
2019,10,31,7,325.62,25.94,64.81,5.67,100.77,122.5,1.13
2019,10,31,8,577.35,27.4,57.93,6.21,100.82,124.4,0.6
2019,10,31,9,768.12,28.71,53.19,6.49,100.82,125.7,0.49
2019,10,31,10,943.35,29.83,49.7,6.72,100.79,125.8,0.4
2019,10,31,11,1001.78,30.7,47.33,6.95,100.73,125.2,0.23
2019,10,31,12,986.95,31.14,46.32,7.17,100.64,124.5,0.22
2019,10,31,13,955.42,31.16,46.47,7.33,100.54,124.1,0.22
2019,10,31,14,779.67,30.85,47.34,7.39,100.47,123.9,0.22
2019,10,31,15,532.95,30.25,49.01,7.41,100.45,123.4,0.23
2019,10,31,16,309.45,29.3,52.09,7.38,100.47,122.4,0.3
2019,10,31,17,103.9,27.98,57.07,7.19,100.53,121.7,0.38
2019,10,31,18,0.0,26.53,63.41,6.35,100.61,121.6,0.41
2019,10,31,19,0.0,26.04,66.69,5.72,100.69,121.6,0.44
2019,10,31,20,0.0,25.78,68.35,5.21,100.75,121.3,0.85
2019,10,31,21,0.0,25.52,70.32,4.85,100.81,121.4,0.84
2019,10,31,22,0.0,25.31,72.2,4.61,100.82,123.1,0.1
2019,10,31,23,0.0,25.17,73.22,4.6,100.77,126.4,0.18
2019,11,1,0,0.0,25.04,73.92,4.67,100.68,130.7,0.04
2019,11,1,1,0.0,24.93,74.29,4.69,100.59,132.5,0.09
2019,11,1,2,0.0,24.79,74.56,4.52,100.53,131.8,0.18
2019,11,1,3,0.0,24.59,75.49,4.24,100.5,129.7,0.59
2019,11,1,4,0.0,24.41,76.22,4.08,100.53,127.7,0.64
2019,11,1,5,0.0,24.27,77.22,3.97,100.58,127.4,0.58
2019,11,1,6,90.72,24.59,76.41,4.17,100.64,128.8,0.28
2019,11,1,7,313.27,26.11,68.25,5.35,100.68,129.7,0.15
2019,11,1,8,545.47,27.5,60.27,5.72,100.72,129.0,0.13
2019,11,1,9,708.97,29.03,54.62,5.82,100.72,128.9,0.26
2019,11,1,10,829.95,30.34,50.28,5.93,100.7,129.2,0.18
2019,11,1,11,918.5,31.3,47.03,6.04,100.67,128.9,0.05
2019,11,1,12,910.83,31.85,45.15,6.16,100.6,127.6,0.02
2019,11,1,13,723.5,31.95,44.93,6.31,100.53,125.9,0.02
2019,11,1,14,643.85,31.63,46.1,6.54,100.47,124.5,0.04
2019,11,1,15,474.05,30.9,48.57,6.83,100.43,124.3,0.02
2019,11,1,16,268.15,29.75,52.71,7.12,100.44,125.0,0.02
2019,11,1,17,88.82,28.18,59.33,7.24,100.48,126.3,0.08
2019,11,1,18,0.0,26.72,66.83,7.02,100.54,128.9,0.24
2019,11,1,19,0.0,26.14,70.98,6.88,100.6,132.3,0.28
2019,11,1,20,0.0,25.89,72.88,6.69,100.66,134.9,0.17
2019,11,1,21,0.0,25.69,74.46,6.39,100.71,136.3,0.09
2019,11,1,22,0.0,25.54,75.47,6.1,100.72,137.3,0.04
2019,11,1,23,0.0,25.35,76.89,5.77,100.69,138.4,0.14
2019,11,2,0,0.0,25.17,78.4,5.53,100.6,139.5,0.06
2019,11,2,1,0.0,25.01,79.84,5.18,100.52,140.1,0.07
2019,11,2,2,0.0,24.87,81.12,4.85,100.47,140.1,0.05
2019,11,2,3,0.0,24.82,81.64,4.81,100.44,139.1,0.03
2019,11,2,4,0.0,24.82,81.75,4.97,100.45,137.8,0.02
2019,11,2,5,0.0,24.78,82.18,4.89,100.48,138.4,0.02
2019,11,2,6,86.1,25.13,80.9,5.2,100.52,140.2,0.01
2019,11,2,7,308.9,26.55,72.53,6.6,100.56,137.9,0.01
2019,11,2,8,551.12,28.14,64.15,7.13,100.59,135.8,0.01
2019,11,2,9,754.05,29.67,57.5,7.28,100.59,135.1,0.01
2019,11,2,10,721.2,30.79,52.88,7.28,100.57,134.1,0.06
2019,11,2,11,1000.6,31.38,50.56,7.26,100.54,132.5,0.04
2019,11,2,12,1008.75,31.69,49.62,7.21,100.49,130.4,0.07
2019,11,2,13,925.17,31.74,49.28,7.18,100.42,128.1,0.07
2019,11,2,14,765.1,31.52,49.66,7.28,100.35,125.6,0.06
2019,11,2,15,524.67,30.89,51.09,7.42,100.31,124.7,0.1
2019,11,2,16,309.15,29.81,54.5,7.54,100.31,125.0,0.14
2019,11,2,17,93.57,28.4,60.17,7.49,100.34,126.0,0.11
2019,11,2,18,0.0,26.96,67.26,6.99,100.39,127.3,0.26
2019,11,2,19,0.0,26.24,72.5,6.4,100.46,128.9,0.5
2019,11,2,20,0.0,25.88,76.01,5.75,100.52,130.8,0.61
2019,11,2,21,0.0,25.59,79.11,5.0,100.58,131.6,0.74
2019,11,2,22,0.0,25.28,82.09,4.47,100.62,132.6,0.84
2019,11,2,23,0.0,25.02,84.34,4.32,100.59,135.7,0.52
2019,11,3,0,0.0,24.83,85.6,4.47,100.52,137.4,0.47
2019,11,3,1,0.0,24.59,86.68,4.5,100.46,136.1,0.43
2019,11,3,2,0.0,24.38,87.99,4.21,100.41,134.2,0.43
2019,11,3,3,0.0,24.24,88.98,3.89,100.4,132.7,0.22
2019,11,3,4,0.0,24.17,89.47,3.74,100.41,131.3,0.39
2019,11,3,5,0.0,24.13,89.56,3.6,100.45,130.2,0.34
2019,11,3,6,93.95,24.57,87.17,3.97,100.49,129.3,0.18
2019,11,3,7,311.25,26.05,77.61,5.28,100.54,125.4,0.09
2019,11,3,8,534.25,27.79,67.16,5.8,100.57,122.0,0.05
2019,11,3,9,730.9,29.2,60.48,6.13,100.59,120.3,0.06
2019,11,3,10,911.28,30.3,56.14,6.61,100.56,119.0,0.09
2019,11,3,11,981.1,31.08,53.39,7.02,100.51,117.4,0.2
2019,11,3,12,986.67,31.54,51.5,7.28,100.45,116.2,0.26
2019,11,3,13,862.35,31.53,51.45,7.46,100.38,115.2,0.31
2019,11,3,14,712.5,31.02,53.43,7.62,100.32,114.9,0.3
2019,11,3,15,506.52,30.3,55.69,7.57,100.29,114.9,0.2
2019,11,3,16,286.0,29.34,58.71,7.35,100.31,115.0,0.19
2019,11,3,17,89.88,28.02,63.83,6.96,100.36,114.4,0.19
2019,11,3,18,0.0,26.61,70.64,6.18,100.43,112.8,0.15
2019,11,3,19,0.0,25.91,75.47,5.57,100.49,110.4,0.11
2019,11,3,20,0.0,25.6,77.58,4.95,100.54,107.6,0.11
2019,11,3,21,0.0,25.36,79.17,4.38,100.58,105.0,0.17
2019,11,3,22,0.0,25.19,80.03,4.06,100.59,102.7,0.22
2019,11,3,23,0.0,25.05,80.68,4.04,100.56,102.0,0.24
2019,11,4,0,0.0,24.94,81.42,3.97,100.51,102.8,0.38
2019,11,4,1,0.0,24.81,82.42,3.71,100.46,104.8,0.28
2019,11,4,2,0.0,24.76,82.79,3.7,100.43,106.5,0.14
2019,11,4,3,0.0,24.7,83.19,3.73,100.43,108.3,0.05
2019,11,4,4,0.0,24.61,83.71,3.64,100.46,110.4,0.03
2019,11,4,5,0.0,24.52,84.25,3.61,100.5,111.8,0.04
2019,11,4,6,82.75,24.9,82.45,4.0,100.55,112.8,0.03
2019,11,4,7,279.25,26.28,74.06,5.19,100.61,111.2,0.08
2019,11,4,8,499.3,28.01,64.86,5.64,100.68,108.5,0.07
2019,11,4,9,702.4,29.48,58.62,5.91,100.7,106.4,0.1
2019,11,4,10,854.33,30.57,54.19,6.21,100.69,104.6,0.04
2019,11,4,11,946.35,31.18,51.97,6.57,100.65,103.8,0.05
2019,11,4,12,973.25,31.29,51.62,6.96,100.6,104.4,0.08
2019,11,4,13,903.97,31.02,52.42,7.29,100.55,105.8,0.07
2019,11,4,14,740.65,30.62,53.54,7.52,100.5,107.5,0.04
2019,11,4,15,502.27,29.93,55.61,7.62,100.49,109.3,0.03
2019,11,4,16,283.58,28.88,59.49,7.53,100.5,110.5,0.03
2019,11,4,17,91.2,27.62,64.81,7.1,100.54,111.3,0.03
2019,11,4,18,0.0,26.55,70.09,6.29,100.58,111.6,0.02
2019,11,4,19,0.0,26.16,72.78,5.74,100.63,111.5,0.01
2019,11,4,20,0.0,25.92,74.27,5.32,100.66,110.0,0.01
2019,11,4,21,0.0,25.71,75.85,4.97,100.69,107.2,0.0
2019,11,4,22,0.0,25.51,76.81,4.86,100.7,104.7,0.0
2019,11,4,23,0.0,25.32,77.46,4.8,100.67,103.0,0.01
2019,11,5,0,0.0,25.15,78.0,4.8,100.61,102.0,0.07
2019,11,5,1,0.0,24.99,78.45,4.78,100.55,101.7,0.11
2019,11,5,2,0.0,24.79,79.27,4.66,100.51,102.6,0.08
2019,11,5,3,0.0,24.67,79.94,4.69,100.51,104.7,0.2
2019,11,5,4,0.0,24.52,81.29,4.59,100.53,107.0,0.16
2019,11,5,5,0.0,24.32,82.46,4.46,100.57,108.3,0.17
2019,11,5,6,94.55,24.73,79.99,4.93,100.62,108.8,0.13
2019,11,5,7,315.88,26.25,70.52,6.18,100.68,108.4,0.1
2019,11,5,8,543.42,27.68,62.48,6.59,100.73,107.7,0.09
2019,11,5,9,740.03,29.02,57.01,6.7,100.75,107.0,0.06
2019,11,5,10,887.83,30.17,52.94,6.76,100.73,106.0,0.04
2019,11,5,11,1004.45,31.01,50.16,6.85,100.69,104.8,0.03
2019,11,5,12,1021.88,31.46,48.61,6.97,100.61,104.4,0.02
2019,11,5,13,936.35,31.55,48.09,7.06,100.53,105.5,0.01
2019,11,5,14,759.08,31.32,48.38,7.12,100.47,107.4,0.01
2019,11,5,15,534.85,30.73,49.77,7.16,100.45,109.8,0.01
2019,11,5,16,320.52,29.66,53.27,7.18,100.47,112.3,0.01
2019,11,5,17,99.45,28.2,59.24,7.1,100.52,115.0,0.01
2019,11,5,18,0.0,26.85,65.85,6.69,100.58,117.5,0.02
2019,11,5,19,0.0,26.37,69.12,6.42,100.64,118.7,0.02
2019,11,5,20,0.0,26.14,70.58,6.15,100.7,119.5,0.02
2019,11,5,21,0.0,26.05,71.27,5.92,100.75,120.3,0.06
2019,11,5,22,0.0,25.91,72.64,5.58,100.78,121.0,0.18
2019,11,5,23,0.0,25.71,74.01,5.39,100.74,120.7,0.18
2019,11,6,0,0.0,25.53,75.43,5.14,100.66,119.9,0.18
2019,11,6,1,0.0,25.3,77.2,4.68,100.59,120.5,0.23
2019,11,6,2,0.0,25.07,78.97,4.39,100.54,120.5,0.42
2019,11,6,3,0.0,24.94,79.97,4.39,100.52,119.5,0.57
2019,11,6,4,0.0,24.79,81.2,4.38,100.53,118.7,0.55
2019,11,6,5,0.0,24.69,82.42,4.37,100.55,118.1,0.5
2019,11,6,6,64.45,25.0,81.47,4.81,100.57,117.2,0.35
2019,11,6,7,228.52,26.37,73.36,6.26,100.62,114.0,0.23
2019,11,6,8,396.92,28.05,64.16,6.94,100.67,110.3,0.14
2019,11,6,9,663.55,29.44,58.28,7.03,100.68,108.2,0.08
2019,11,6,10,879.97,30.6,53.94,7.07,100.67,107.2,0.08
2019,11,6,11,950.42,31.4,51.11,7.14,100.64,106.9,0.06
2019,11,6,12,968.75,31.8,49.73,7.23,100.58,107.2,0.02
2019,11,6,13,919.05,31.83,49.74,7.31,100.5,107.6,0.02
2019,11,6,14,739.42,31.47,51.15,7.34,100.44,107.8,0.02
2019,11,6,15,527.95,30.71,53.96,7.29,100.4,108.1,0.02
2019,11,6,16,318.4,29.68,57.73,7.11,100.4,108.5,0.01
2019,11,6,17,101.38,28.38,62.87,6.74,100.41,108.4,0.01
