
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M,PS,WD10M,PRECTOTCORR
2017,3,16,19,0.0,26.73,81.84,3.58,100.4,92.2,4.49
2017,3,16,20,0.0,26.39,84.5,3.58,100.46,91.9,5.66
2017,3,16,21,0.0,26.16,86.38,3.73,100.49,91.8,6.1
2017,3,16,22,0.0,25.99,87.63,3.72,100.49,90.5,7.06
2017,3,16,23,0.0,25.79,88.69,3.12,100.5,83.2,9.76
2017,3,17,0,0.0,25.67,89.33,2.57,100.51,69.7,15.7
2017,3,17,1,0.0,25.63,89.98,2.6,100.46,63.2,18.93
2017,3,17,2,0.0,25.54,90.56,2.86,100.42,62.3,19.17
2017,3,17,3,0.0,25.41,91.01,3.15,100.4,57.8,16.55
2017,3,17,4,0.0,25.4,90.58,3.6,100.41,55.1,11.0
2017,3,17,5,0.0,25.34,89.96,3.77,100.45,52.0,3.81
2017,3,17,6,16.92,25.51,88.78,3.62,100.51,46.9,1.51
2017,3,17,7,182.73,26.77,82.51,4.36,100.58,44.5,1.02
2017,3,17,8,374.33,27.94,73.98,4.99,100.63,47.8,0.7
2017,3,17,9,602.67,29.3,65.99,5.15,100.67,52.3,0.29
2017,3,17,10,746.78,30.39,60.88,5.03,100.66,55.8,0.16
2017,3,17,11,857.47,31.23,57.13,4.99,100.61,58.9,0.03
2017,3,17,12,944.62,31.72,54.74,5.03,100.53,61.3,0.05
2017,3,17,13,853.08,31.89,53.1,5.09,100.45,62.2,0.07
2017,3,17,14,771.9,31.69,52.89,5.21,100.38,62.2,0.09
2017,3,17,15,573.72,31.12,54.23,5.34,100.35,62.4,0.12
2017,3,17,16,341.27,30.23,57.13,5.34,100.35,62.7,0.06
2017,3,17,17,127.18,28.98,62.01,5.09,100.4,62.9,0.13
2017,3,17,18,8.07,27.48,69.4,4.04,100.47,62.6,0.19
2017,3,17,19,0.0,26.99,72.41,3.72,100.55,62.1,0.08
2017,3,17,20,0.0,26.72,73.85,3.39,100.62,62.8,0.26
2017,3,17,21,0.0,26.45,75.53,3.13,100.68,64.0,0.42
2017,3,17,22,0.0,26.26,76.63,2.97,100.7,65.8,0.45
2017,3,17,23,0.0,26.1,77.1,2.81,100.66,68.1,0.41
2017,3,18,0,0.0,25.95,77.49,2.68,100.59,71.8,0.37
2017,3,18,1,0.0,25.81,78.08,2.62,100.51,75.0,0.44
2017,3,18,2,0.0,25.65,78.88,2.61,100.46,78.3,0.5
2017,3,18,3,0.0,25.46,79.32,2.69,100.44,82.7,0.52
2017,3,18,4,0.0,25.35,79.3,2.79,100.43,87.3,0.5
2017,3,18,5,0.0,25.22,79.43,2.91,100.45,92.8,0.52
2017,3,18,6,16.83,25.47,78.99,2.84,100.51,100.4,0.44
2017,3,18,7,183.15,27.13,71.28,3.39,100.6,108.4,0.54
2017,3,18,8,417.62,28.39,63.56,3.87,100.66,112.5,0.62
2017,3,18,9,637.55,29.73,58.2,4.02,100.7,115.0,0.19
2017,3,18,10,785.78,30.96,53.96,4.16,100.69,115.6,0.04
2017,3,18,11,893.62,31.87,50.51,4.38,100.64,113.8,0.03
2017,3,18,12,891.7,32.4,48.39,4.68,100.57,112.3,0.02
2017,3,18,13,833.3,32.59,47.39,4.94,100.49,112.5,0.01
2017,3,18,14,727.08,32.37,48.01,5.21,100.42,112.7,0.02
2017,3,18,15,555.25,31.7,50.56,5.5,100.4,112.7,0.03
2017,3,18,16,340.75,30.57,55.26,5.65,100.4,113.9,0.04
2017,3,18,17,135.18,29.09,62.44,5.56,100.45,115.9,0.03
2017,3,18,18,7.88,27.57,71.39,4.92,100.52,117.9,0.01
2017,3,18,19,0.0,26.89,76.86,4.67,100.61,119.5,0.01
2017,3,18,20,0.0,26.54,80.16,4.32,100.68,120.9,0.0
2017,3,18,21,0.0,26.29,82.42,3.9,100.74,122.2,0.0
2017,3,18,22,0.0,26.09,83.89,3.53,100.77,123.0,0.01
2017,3,18,23,0.0,25.88,84.97,3.17,100.75,123.9,0.01
2017,3,19,0,0.0,25.69,85.69,2.94,100.68,125.3,0.04
2017,3,19,1,0.0,25.71,85.04,2.91,100.61,128.2,0.1
2017,3,19,2,0.0,25.57,86.05,2.86,100.56,133.0,0.32
2017,3,19,3,0.0,25.37,87.63,2.82,100.53,136.9,0.52
2017,3,19,4,0.0,25.23,88.85,2.85,100.52,138.3,0.73
2017,3,19,5,0.0,25.17,89.68,2.92,100.54,137.8,0.82
2017,3,19,6,14.68,25.38,89.34,3.23,100.59,135.4,0.84
2017,3,19,7,166.0,26.28,85.26,4.24,100.64,132.6,0.91
2017,3,19,8,361.15,27.27,79.21,4.89,100.69,126.9,1.11
2017,3,19,9,571.97,28.36,72.46,5.38,100.72,120.8,0.88
2017,3,19,10,691.0,29.05,68.4,5.58,100.72,117.5,0.2
2017,3,19,11,877.42,29.5,65.73,5.65,100.68,116.0,0.21
2017,3,19,12,914.12,29.67,64.51,5.63,100.6,115.5,0.08
2017,3,19,13,925.05,29.65,64.19,5.61,100.52,114.9,0.08
2017,3,19,14,799.35,29.44,64.62,5.57,100.45,114.2,0.09
2017,3,19,15,601.83,29.04,65.79,5.46,100.41,114.0,0.07
2017,3,19,16,383.38,28.46,67.88,5.28,100.42,114.7,0.1
2017,3,19,17,147.95,27.74,71.54,4.75,100.47,115.2,0.15
2017,3,19,18,8.12,26.91,76.62,4.01,100.52,115.4,0.25
2017,3,19,19,0.0,26.59,79.4,3.91,100.59,114.9,0.3
2017,3,19,20,0.0,26.43,81.39,3.93,100.64,114.0,0.42
2017,3,19,21,0.0,26.28,83.16,3.92,100.68,113.9,0.61
2017,3,19,22,0.0,26.18,83.93,4.04,100.68,114.7,0.67
2017,3,19,23,0.0,26.06,84.45,4.16,100.64,116.3,1.16
2017,3,20,0,0.0,25.89,85.34,4.2,100.58,118.2,1.63
2017,3,20,1,0.0,25.71,86.31,4.15,100.53,120.6,1.61
2017,3,20,2,0.0,25.55,86.87,4.05,100.5,122.6,1.53
2017,3,20,3,0.0,25.38,87.36,3.92,100.5,124.0,1.25
2017,3,20,4,0.0,25.17,88.14,3.74,100.53,124.7,1.18
2017,3,20,5,0.0,25.03,88.52,3.65,100.58,125.2,1.09
2017,3,20,6,17.73,25.29,87.71,3.7,100.64,125.7,1.17
2017,3,20,7,191.1,26.86,80.08,4.86,100.71,125.2,1.34
2017,3,20,8,415.88,28.4,70.64,5.41,100.75,123.3,0.84
2017,3,20,9,640.33,29.77,63.53,5.6,100.78,121.2,0.67
2017,3,20,10,855.62,30.95,58.17,5.71,100.76,119.6,0.41
2017,3,20,11,867.78,31.78,54.47,5.79,100.69,118.2,0.28
2017,3,20,12,1003.62,32.19,52.42,5.85,100.6,116.7,0.28
2017,3,20,13,860.75,32.24,51.93,5.85,100.52,114.6,0.31
2017,3,20,14,845.33,32.06,52.4,5.83,100.46,112.7,0.22
2017,3,20,15,628.5,31.58,53.76,5.79,100.44,111.9,0.18
2017,3,20,16,404.7,30.67,56.8,5.75,100.44,112.3,0.15
2017,3,20,17,158.77,29.34,62.45,5.6,100.48,112.9,0.11
2017,3,20,18,8.62,27.72,71.46,4.75,100.54,113.3,0.09
2017,3,20,19,0.0,26.94,77.53,4.48,100.61,114.4,0.04
2017,3,20,20,0.0,26.47,81.44,4.12,100.67,116.1,0.04
2017,3,20,21,0.0,26.12,83.86,3.68,100.69,119.1,0.06
2017,3,20,22,0.0,26.04,84.22,3.5,100.69,123.1,0.25
2017,3,20,23,0.0,25.88,84.93,3.33,100.65,126.3,0.69
2017,3,21,0,0.0,25.66,86.1,3.2,100.59,128.9,1.06
2017,3,21,1,0.0,25.46,87.18,3.07,100.54,132.4,1.26
2017,3,21,2,0.0,25.27,88.29,2.98,100.51,136.1,1.31
2017,3,21,3,0.0,25.14,88.92,2.95,100.5,138.6,1.52
2017,3,21,4,0.0,25.05,89.36,2.94,100.52,139.3,1.65
2017,3,21,5,0.0,24.98,89.72,2.92,100.56,139.4,1.63
2017,3,21,6,17.2,25.22,89.18,3.01,100.61,140.1,1.79
2017,3,21,7,183.85,26.46,83.06,3.97,100.68,140.7,1.87
2017,3,21,8,408.92,27.89,74.69,4.26,100.74,138.9,1.82
2017,3,21,9,621.47,29.49,66.21,4.46,100.76,134.0,1.23
2017,3,21,10,770.53,30.8,59.92,4.65,100.76,129.4,1.28
2017,3,21,11,926.72,31.74,55.8,4.81,100.72,126.2,1.01
2017,3,21,12,932.55,32.29,53.49,4.95,100.65,123.7,0.61
2017,3,21,13,920.78,32.5,52.66,5.17,100.57,121.2,0.86
2017,3,21,14,752.08,32.26,53.58,5.46,100.51,118.8,0.99
2017,3,21,15,573.45,31.68,55.63,5.68,100.51,117.6,1.32
2017,3,21,16,324.7,30.76,59.05,5.77,100.52,117.6,1.47
2017,3,21,17,133.68,29.5,64.77,5.7,100.56,117.7,1.48
2017,3,21,18,6.82,28.04,73.42,5.21,100.62,117.7,1.77
2017,3,21,19,0.0,27.27,79.55,5.07,100.69,119.8,1.94
2017,3,21,20,0.0,26.86,82.95,4.88,100.72,123.6,1.65
2017,3,21,21,0.0,26.6,85.2,4.56,100.74,127.7,1.71
2017,3,21,22,0.0,26.46,86.32,4.5,100.75,131.7,1.52
2017,3,21,23,0.0,26.4,86.69,4.44,100.72,135.9,1.02
2017,3,22,0,0.0,26.28,87.32,4.31,100.68,139.7,0.89
2017,3,22,1,0.0,26.2,87.42,4.18,100.63,141.7,0.78
2017,3,22,2,0.0,26.11,87.7,4.08,100.58,143.0,1.64
2017,3,22,3,0.0,25.97,88.27,4.07,100.56,143.3,3.16
2017,3,22,4,0.0,25.86,88.99,4.12,100.56,142.7,3.8
2017,3,22,5,0.0,25.75,90.01,4.22,100.57,141.9,3.41
2017,3,22,6,15.3,25.78,90.56,4.2,100.62,143.1,4.6
2017,3,22,7,154.93,26.4,88.09,4.61,100.68,145.5,5.62
2017,3,22,8,344.35,27.19,82.51,5.09,100.73,144.2,5.76
2017,3,22,9,510.08,28.15,76.09,5.21,100.77,143.6,5.17
2017,3,22,10,658.47,28.97,70.77,5.16,100.77,144.2,8.02
2017,3,22,11,757.55,29.57,67.31,5.12,100.74,145.3,7.42
2017,3,22,12,739.22,29.95,64.98,5.25,100.66,144.5,7.25
2017,3,22,13,746.75,30.08,64.08,5.4,100.59,141.0,6.97
2017,3,22,14,586.78,29.87,64.82,5.5,100.53,136.6,6.28
2017,3,22,15,418.23,29.46,66.62,5.48,100.51,133.4,4.77
2017,3,22,16,245.38,28.87,69.29,5.36,100.51,131.7,3.98
2017,3,22,17,101.97,28.03,74.36,4.92,100.54,130.5,4.77
2017,3,22,18,5.35,27.05,81.1,4.11,100.61,130.6,4.32
2017,3,22,19,0.0,26.62,84.85,4.05,100.66,131.0,4.25
2017,3,22,20,0.0,26.35,87.31,4.05,100.71,131.1,4.64
2017,3,22,21,0.0,26.17,88.93,4.01,100.75,132.0,4.5
2017,3,22,22,0.0,26.02,90.11,3.92,100.75,134.9,4.45
2017,3,22,23,0.0,25.93,90.78,3.94,100.7,139.4,4.7
2017,3,23,0,0.0,25.88,91.2,4.19,100.61,143.5,5.17
2017,3,23,1,0.0,25.83,91.68,4.64,100.52,147.7,5.03
2017,3,23,2,0.0,25.8,91.82,5.02,100.45,150.7,3.81
2017,3,23,3,0.0,25.75,92.12,5.24,100.42,153.1,2.51
2017,3,23,4,0.0,25.68,92.26,5.15,100.42,155.2,2.03
2017,3,23,5,0.0,25.67,91.95,5.03,100.45,156.5,1.81
2017,3,23,6,14.93,25.76,91.38,4.86,100.51,156.8,1.94
2017,3,23,7,164.1,26.5,87.35,5.47,100.59,154.0,3.54
2017,3,23,8,362.33,27.61,79.26,6.26,100.67,148.0,7.52
2017,3,23,9,582.6,28.7,72.09,6.4,100.72,144.2,9.44
2017,3,23,10,773.05,29.69,66.9,6.35,100.71,142.2,2.42
2017,3,23,11,864.85,30.47,63.03,6.25,100.65,139.3,2.11
2017,3,23,12,923.38,31.0,60.46,6.16,100.55,135.6,1.94
2017,3,23,13,859.83,31.28,58.99,6.11,100.45,131.5,1.53
2017,3,23,14,776.95,31.18,58.89,6.03,100.37,127.0,1.21
2017,3,23,15,584.35,30.61,60.68,5.89,100.34,123.3,0.78
2017,3,23,16,358.35,29.84,63.61,5.72,100.35,120.7,0.38
2017,3,23,17,132.62,28.78,68.37,5.41,100.39,120.1,0.18
2017,3,23,18,6.2,27.51,75.37,4.64,100.44,121.4,0.13
2017,3,23,19,0.0,26.89,79.77,4.47,100.5,125.5,0.19
2017,3,23,20,0.0,26.51,82.48,4.45,100.55,130.4,0.11
2017,3,23,21,0.0,26.24,84.59,4.44,100.6,134.3,0.17
2017,3,23,22,0.0,26.09,85.47,4.68,100.64,137.1,0.27
2017,3,23,23,0.0,26.02,85.48,4.89,100.62,139.7,0.71
2017,3,24,0,0.0,25.86,86.09,4.97,100.55,141.3,1.58
2017,3,24,1,0.0,25.68,86.75,4.96,100.47,142.0,2.14
2017,3,24,2,0.0,25.48,87.97,4.81,100.41,143.8,2.26
2017,3,24,3,0.0,25.3,89.28,4.6,100.38,146.6,2.32
2017,3,24,4,0.0,25.17,89.89,4.44,100.38,149.3,2.1
2017,3,24,5,0.0,25.09,90.19,4.33,100.42,150.1,1.92
2017,3,24,6,15.12,25.26,89.3,4.38,100.48,149.1,1.42
2017,3,24,7,170.38,26.27,83.33,5.43,100.55,146.8,1.46
2017,3,24,8,405.85,27.79,73.98,6.03,100.61,143.4,1.19
2017,3,24,9,624.0,29.31,66.37,6.04,100.66,138.7,0.86
2017,3,24,10,794.08,30.65,60.39,5.8,100.69,133.2,0.71
2017,3,24,11,867.92,31.64,55.94,5.57,100.65,127.5,0.63
2017,3,24,12,894.58,32.24,53.14,5.48,100.57,122.2,1.15
2017,3,24,13,857.35,32.42,51.83,5.64,100.46,117.9,1.29
2017,3,24,14,765.17,32.15,52.22,5.91,100.38,114.2,1.42
2017,3,24,15,555.53,31.53,54.07,6.11,100.35,111.8,1.41
2017,3,24,16,338.42,30.58,57.33,6.13,100.35,110.6,1.34
2017,3,24,17,123.55,29.2,63.38,5.95,100.4,109.8,1.56
2017,3,24,18,5.85,27.59,72.52,5.14,100.48,109.7,1.96
2017,3,24,19,0.0,26.83,78.8,4.7,100.56,110.0,2.16
2017,3,24,20,0.0,26.54,81.84,4.35,100.61,110.7,1.94
2017,3,24,21,0.0,26.3,84.15,3.9,100.65,112.5,2.04
2017,3,24,22,0.0,26.12,85.43,3.56,100.66,114.4,1.9
2017,3,24,23,0.0,25.9,87.17,3.28,100.62,116.6,1.47
2017,3,25,0,0.0,25.72,88.43,3.14,100.55,118.4,1.22
2017,3,25,1,0.0,25.58,89.2,3.09,100.47,120.7,0.81
2017,3,25,2,0.0,25.43,90.04,3.1,100.42,122.6,0.56
2017,3,25,3,0.0,25.33,90.59,3.14,100.38,122.8,0.43
2017,3,25,4,0.0,25.29,90.95,3.13,100.37,121.6,0.31
2017,3,25,5,0.0,25.28,91.17,3.1,100.4,119.8,0.38
2017,3,25,6,16.55,25.58,89.89,3.24,100.44,117.6,0.37
2017,3,25,7,173.6,26.86,83.04,4.2,100.5,113.3,0.35
2017,3,25,8,393.65,28.28,74.25,4.72,100.56,106.7,0.5
2017,3,25,9,623.67,29.97,65.49,5.18,100.59,100.6,0.39
2017,3,25,10,819.58,31.18,59.86,5.56,100.59,96.1,0.87
2017,3,25,11,886.62,31.85,57.17,5.99,100.55,95.1,0.85
2017,3,25,12,951.2,31.91,56.86,6.4,100.47,97.7,0.93
2017,3,25,13,907.97,32.09,56.2,6.58,100.37,100.2,1.0
2017,3,25,14,814.5,31.89,56.36,6.63,100.29,101.4,1.12
2017,3,25,15,592.85,31.26,58.32,6.74,100.26,102.5,1.15
2017,3,25,16,367.08,30.17,62.48,6.67,100.27,103.5,1.2
2017,3,25,17,138.15,28.99,67.69,6.26,100.32,105.0,1.27
2017,3,25,18,6.35,27.69,74.82,5.18,100.42,106.9,1.14
2017,3,25,19,0.0,27.12,79.2,4.68,100.52,110.4,1.16
2017,3,25,20,0.0,26.9,80.73,4.6,100.59,113.7,1.29
2017,3,25,21,0.0,26.74,81.8,4.58,100.64,115.8,1.33
2017,3,25,22,0.0,26.57,83.1,4.49,100.66,116.6,1.46
2017,3,25,23,0.0,26.41,83.81,4.6,100.62,116.9,1.23
2017,3,26,0,0.0,26.26,84.39,4.68,100.53,117.1,1.35
2017,3,26,1,0.0,26.14,84.83,4.62,100.45,117.2,1.29
2017,3,26,2,0.0,26.0,85.25,4.49,100.4,116.6,1.34
2017,3,26,3,0.0,25.84,85.9,4.28,100.37,116.5,1.16
2017,3,26,4,0.0,25.68,86.72,4.05,100.38,117.0,1.23
2017,3,26,5,0.0,25.58,87.21,3.93,100.41,117.7,1.21
2017,3,26,6,17.4,25.76,86.66,3.99,100.46,118.4,1.83
2017,3,26,7,189.8,27.06,80.14,5.06,100.52,118.0,2.46
2017,3,26,8,419.38,28.48,71.08,5.64,100.58,115.2,2.57
2017,3,26,9,636.7,29.93,64.05,5.88,100.61,112.6,1.35
2017,3,26,10,812.8,31.06,59.38,6.0,100.62,110.0,2.43
2017,3,26,11,927.42,31.85,56.34,6.09,100.56,107.4,2.08
2017,3,26,12,978.88,32.25,54.77,6.16,100.49,105.1,1.79
2017,3,26,13,942.53,32.35,53.74,6.24,100.4,104.2,1.39
2017,3,26,14,809.08,32.14,53.68,6.26,100.33,103.6,0.83
2017,3,26,15,602.62,31.6,55.08,6.19,100.29,102.2,0.58
2017,3,26,16,370.67,30.69,58.33,6.07,100.29,100.2,0.25
2017,3,26,17,133.57,29.4,63.68,5.74,100.32,98.9,0.16
2017,3,26,18,5.43,27.98,70.87,4.78,100.39,98.9,0.24
2017,3,26,19,0.0,27.45,74.58,4.42,100.47,98.6,0.42
2017,3,26,20,0.0,27.15,76.26,4.09,100.54,98.0,0.48
2017,3,26,21,0.0,26.89,77.51,3.73,100.58,98.5,1.0
2017,3,26,22,0.0,26.65,78.54,3.51,100.6,99.8,1.38
2017,3,26,23,0.0,26.41,79.23,3.36,100.58,101.0,1.46
2017,3,27,0,0.0,26.17,80.03,3.28,100.52,102.1,1.17
2017,3,27,1,0.0,25.95,81.26,3.22,100.46,103.8,1.15
2017,3,27,2,0.0,25.73,82.91,3.17,100.41,106.5,1.6
2017,3,27,3,0.0,25.56,84.32,3.17,100.4,109.5,1.87
2017,3,27,4,0.0,25.35,85.54,3.22,100.42,113.2,0.94
2017,3,27,5,0.0,25.34,85.97,3.26,100.46,117.0,0.8
2017,3,27,6,15.05,25.63,85.38,3.38,100.53,119.8,0.84
2017,3,27,7,136.93,26.89,79.58,4.35,100.6,120.1,1.11
2017,3,27,8,299.25,28.16,71.81,4.97,100.66,118.5,1.31
2017,3,27,9,444.6,29.73,64.04,5.35,100.69,115.1,0.85
2017,3,27,10,762.25,31.11,58.4,5.62,100.67,110.9,0.93
2017,3,27,11,865.42,32.05,54.73,5.84,100.61,106.6,0.72
2017,3,27,12,948.15,32.51,52.8,5.99,100.52,103.1,1.18
2017,3,27,13,867.47,32.59,52.26,6.04,100.44,101.1,1.19
2017,3,27,14,792.9,32.3,53.09,6.11,100.38,99.7,0.3
2017,3,27,15,607.42,31.67,55.13,6.16,100.34,97.6,0.18
2017,3,27,16,383.48,30.71,58.34,6.11,100.35,95.2,0.09
2017,3,27,17,146.07,29.39,63.69,5.82,100.4,93.4,0.1
2017,3,27,18,5.97,27.97,71.1,4.82,100.48,93.6,0.56
2017,3,27,19,0.0,27.38,76.13,4.26,100.56,96.2,0.54
2017,3,27,20,0.0,27.05,79.04,3.8,100.64,99.4,0.51
2017,3,27,21,0.0,26.82,81.15,3.51,100.69,99.8,1.0
2017,3,27,22,0.0,26.64,82.8,3.4,100.71,100.3,0.65
2017,3,27,23,0.0,26.53,83.77,3.31,100.68,101.1,1.09
2017,3,28,0,0.0,26.38,84.64,3.25,100.62,100.4,2.05
2017,3,28,1,0.0,26.17,85.45,3.21,100.54,100.0,1.07
2017,3,28,2,0.0,26.01,85.54,3.2,100.47,99.9,1.19
2017,3,28,3,0.0,25.9,85.3,3.23,100.42,99.8,1.35
2017,3,28,4,0.0,25.82,85.18,3.26,100.41,97.8,1.48
2017,3,28,5,0.0,25.69,84.7,3.34,100.43,94.0,1.74
2017,3,28,6,18.0,25.92,83.11,3.39,100.47,90.0,1.57
2017,3,28,7,195.12,27.33,76.11,4.26,100.54,86.0,3.04
2017,3,28,8,428.25,28.78,66.79,4.71,100.61,83.7,2.46
2017,3,28,9,646.53,30.13,60.6,4.68,100.65,82.9,2.62
2017,3,28,10,793.72,31.35,55.8,4.63,100.66,83.3,0.2
2017,3,28,11,907.2,32.27,52.22,4.62,100.62,84.4,0.32
2017,3,28,12,959.03,32.82,49.7,4.72,100.53,85.3,0.19
2017,3,28,13,801.33,33.0,47.88,4.93,100.43,84.5,0.08
2017,3,28,14,785.03,32.74,47.6,5.21,100.35,82.5,0.03
2017,3,28,15,582.25,32.08,48.85,5.33,100.32,80.9,0.01
2017,3,28,16,355.02,31.0,52.15,5.27,100.31,79.6,0.0
2017,3,28,17,123.25,29.54,57.91,4.96,100.36,78.3,0.0
2017,3,28,18,4.65,27.73,67.55,3.9,100.42,75.7,0.0
2017,3,28,19,0.0,26.84,74.22,3.56,100.48,71.7,0.0
2017,3,28,20,0.0,26.28,78.45,3.2,100.53,67.6,0.0
2017,3,28,21,0.0,25.82,81.85,2.91,100.59,66.1,0.0
2017,3,28,22,0.0,25.51,84.18,2.71,100.62,67.7,0.0
2017,3,28,23,0.0,25.32,85.62,2.54,100.62,73.1,0.02
2017,3,29,0,0.0,25.22,86.44,2.4,100.58,82.1,0.05
2017,3,29,1,0.0,25.13,87.0,2.35,100.51,92.7,0.14
2017,3,29,2,0.0,25.1,87.14,2.39,100.44,100.8,0.24
2017,3,29,3,0.0,25.09,87.19,2.46,100.38,104.4,0.38
2017,3,29,4,0.0,25.17,86.81,2.52,100.36,105.2,0.51
2017,3,29,5,0.0,25.19,87.0,2.58,100.36,105.1,0.54
2017,3,29,6,15.3,25.55,86.31,2.61,100.41,105.1,0.79
2017,3,29,7,162.2,27.27,78.72,3.61,100.46,102.6,0.95
2017,3,29,8,368.8,28.8,71.64,3.97,100.5,100.5,1.78
2017,3,29,9,574.28,30.22,65.47,4.34,100.52,98.5,2.5
2017,3,29,10,707.22,31.33,61.46,4.74,100.53,95.8,3.53
2017,3,29,11,851.35,31.82,59.78,5.07,100.49,93.6,4.38
2017,3,29,12,905.6,31.93,59.36,5.29,100.4,91.4,4.71
2017,3,29,13,864.97,31.89,59.38,5.38,100.32,90.4,3.75
2017,3,29,14,772.42,31.71,59.72,5.42,100.26,90.1,2.43
2017,3,29,15,558.05,31.32,60.68,5.4,100.21,89.0,1.28
2017,3,29,16,343.0,30.62,62.82,5.21,100.21,88.4,0.49
2017,3,29,17,123.95,29.52,67.31,4.84,100.22,87.9,0.36
2017,3,29,18,4.75,28.16,74.93,3.94,100.28,87.7,0.4
2017,3,29,19,0.0,27.45,80.43,3.49,100.34,87.5,0.29
2017,3,29,20,0.0,27.0,83.96,3.17,100.4,87.1,0.64
2017,3,29,21,0.0,26.67,86.61,2.94,100.47,86.9,0.98
2017,3,29,22,0.0,26.42,88.53,2.81,100.51,88.0,1.44
2017,3,29,23,0.0,26.3,88.91,2.76,100.5,90.4,1.65
2017,3,30,0,0.0,26.27,88.65,2.68,100.44,94.9,1.8
2017,3,30,1,0.0,26.18,89.05,2.59,100.36,99.8,2.07
2017,3,30,2,0.0,26.0,89.88,2.54,100.28,102.5,3.4
2017,3,30,3,0.0,25.9,90.43,2.55,100.24,102.2,5.7
2017,3,30,4,0.0,25.83,90.81,2.59,100.25,101.8,6.59
2017,3,30,5,0.0,25.79,91.09,2.7,100.27,99.1,6.01
2017,3,30,6,15.3,25.95,90.85,2.82,100.33,98.2,4.71
2017,3,30,7,160.35,26.94,86.51,3.66,100.4,99.4,4.84
2017,3,30,8,363.9,27.83,81.0,4.07,100.47,99.9,5.96
2017,3,30,9,571.88,28.94,74.32,4.24,100.52,99.1,5.27
2017,3,30,10,739.53,29.92,68.75,4.27,100.54,98.8,3.77
2017,3,30,11,848.62,30.25,66.3,4.13,100.5,98.1,3.66
2017,3,30,12,904.95,30.57,64.26,4.07,100.43,97.1,3.52
2017,3,30,13,838.65,30.48,64.14,4.13,100.35,96.8,3.39
2017,3,30,14,772.4,30.15,65.4,4.25,100.29,97.7,2.64
2017,3,30,15,581.2,29.74,67.24,4.41,100.27,99.7,2.34
2017,3,30,16,347.65,29.06,70.88,4.48,100.27,102.8,2.4
2017,3,30,17,123.25,28.22,76.59,4.22,100.31,107.8,2.26
2017,3,30,18,4.62,27.34,83.19,3.66,100.37,114.4,2.9
2017,3,30,19,0.0,27.02,86.09,3.76,100.43,119.8,2.83
2017,3,30,20,0.0,26.91,87.4,3.88,100.47,123.6,3.28
2017,3,30,21,0.0,26.84,88.63,3.87,100.51,126.3,3.85
2017,3,30,22,0.0,26.74,90.02,3.69,100.52,128.0,4.46
2017,3,30,23,0.0,26.63,91.08,3.46,100.5,128.8,5.23
2017,3,31,0,0.0,26.5,92.0,3.28,100.44,129.1,5.95
2017,3,31,1,0.0,26.38,92.78,3.31,100.38,128.9,6.46
2017,3,31,2,0.0,26.34,93.38,3.4,100.34,129.9,6.83
2017,3,31,3,0.0,26.35,93.74,3.49,100.34,133.1,6.41
2017,3,31,4,0.0,26.37,93.79,3.63,100.37,135.8,5.98
2017,3,31,5,0.0,26.4,93.52,3.81,100.4,136.9,5.59
2017,3,31,6,14.75,26.5,93.03,4.14,100.47,135.4,5.47
2017,3,31,7,138.1,27.03,90.94,4.86,100.53,132.4,4.98
2017,3,31,8,324.75,27.58,87.3,5.51,100.59,127.8,4.17
2017,3,31,9,533.6,28.22,81.2,6.42,100.62,121.0,4.11
2017,3,31,10,727.85,29.0,74.38,6.95,100.62,117.2,1.82
2017,3,31,11,794.85,29.54,70.23,6.93,100.59,117.2,1.52
2017,3,31,12,859.83,29.84,68.07,6.78,100.51,119.7,1.4
2017,3,31,13,823.88,29.96,67.05,6.6,100.41,124.4,1.16
2017,3,31,14,714.92,29.96,66.51,6.47,100.32,129.1,0.9
2017,3,31,15,531.7,29.75,66.7,6.32,100.3,128.3,0.6
2017,3,31,16,322.17,29.25,68.18,6.06,100.35,122.5,0.27
2017,3,31,17,116.3,28.52,71.35,5.47,100.44,117.4,0.16
2017,3,31,18,4.45,27.58,76.8,4.32,100.53,117.1,0.1
2017,3,31,19,0.0,27.09,80.46,3.87,100.6,119.9,0.09
2017,3,31,20,0.0,26.77,82.75,3.64,100.65,123.6,0.09
2017,3,31,21,0.0,26.58,84.13,3.56,100.7,126.1,0.07
2017,3,31,22,0.0,26.42,84.99,3.51,100.73,127.6,0.23
2017,3,31,23,0.0,26.33,85.01,3.63,100.71,129.1,0.48
2017,4,1,0,0.0,26.21,85.15,3.83,100.65,129.9,0.52
2017,4,1,1,0.0,26.05,85.56,4.04,100.56,130.5,0.62
2017,4,1,2,0.0,25.89,85.95,4.29,100.46,129.1,0.86
2017,4,1,3,0.0,25.79,86.36,4.45,100.4,127.3,0.9
2017,4,1,4,0.0,25.71,86.58,4.3,100.39,128.6,0.83
2017,4,1,5,0.0,25.65,86.72,4.18,100.42,130.4,0.88
2017,4,1,6,17.7,25.84,86.09,4.1,100.49,131.2,1.16
2017,4,1,7,175.25,27.25,79.29,4.99,100.57,128.0,1.78
2017,4,1,8,393.6,28.64,69.2,5.8,100.67,115.3,1.41
2017,4,1,9,599.78,30.11,61.91,6.16,100.74,107.9,1.3
2017,4,1,10,716.25,31.16,57.53,6.31,100.73,107.1,10.78
